"Data Year","ID","Property Name","Reporting Status","Address","ZIP Code","Chicago Energy Rating","Exempt From Chicago Energy Rating","Community Area","Primary Property Type","Gross Floor Area - Buildings (sq ft)","Year Built","# of Buildings","Water Use (kGal)","ENERGY STAR Score","Electricity Use (kBtu)","Natural Gas Use (kBtu)","District Steam Use (kBtu)","District Chilled Water Use (kBtu)","All Other Fuel Use (kBtu)","Site EUI (kBtu/sq ft)","Source EUI (kBtu/sq ft)","Weather Normalized Site EUI (kBtu/sq ft)","Weather Normalized Source EUI (kBtu/sq ft)","Total GHG Emissions (Metric Tons CO2e)","GHG Intensity (kg CO2e/sq ft)","Latitude","Longitude","Location","Row_ID"
"2021","101671",,"Not Submitted","6101 6115 N SEELEY AVE","60659","0.0","false","WEST RIDGE",,"65,250",,,,,,,,,,,,,,,,"41.99046172","-87.70620782","(41.99046172, -87.70620782)","2021-101671"
"2021","101826","Drexel Building","Not Submitted","8136 8142 S DREXEL AVE","60619","0.0","false","CHATHAM",,"66,888",,,,,,,,,,,,,,,,"41.74401302","-87.60549928","(41.74401302, -87.60549928)","2021-101826"
"2021","102323",,"Not Submitted","3515 3525 W FRANKLIN BLVD","60624","0.0","false","HUMBOLDT PARK",,"93,000",,,,,,,,,,,,,,,,"41.8808242","-87.72327934","(41.8808242, -87.72327934)","2021-102323"
"2022","256888",,"Submitted Data","318 N CARPENTER ST","60607","4.0","false",,"Office","104,849","2019","1",,"98","1,669,219.6","1,726,089.1","0","0",,"32.4","61.9","32.8","61.4","311.5","3","41.88736471233","-87.65350531714","(41.88736471232649, -87.653505317143)","2022-256888"
"2021","104374",,"Not Submitted","6000  N SHERIDAN RD","60660","0.0","false","EDGEWATER",,"55,686",,,,,,,,,,,,,,,,"41.99090057","-87.66660744","(41.99090057, -87.66660744)","2021-104374"
"2021","109238",,"Not Submitted","4572  N MILWAUKEE AVE","60630","0.0","false","PORTAGE PARK",,"63,800",,,,,,,,,,,,,,,,"41.97200414","-87.75756578","(41.97200414, -87.75756578)","2021-109238"
"2021","112801",,"Not Submitted","5740  N SHERIDAN RD","60660","0.0","false","EDGEWATER",,"104,500",,,,,,,,,,,,,,,,"41.99090057","-87.66660744","(41.99090057, -87.66660744)","2021-112801"
"2021","115231",,"Not Submitted","1209 1213 W SHERWIN AVE","60626","0.0","false","ROGERS PARK",,"59,296",,,,,,,,,,,,,,,,"42.01036185","-87.66829765","(42.01036185, -87.66829765)","2021-115231"
"2021","116534",,"Not Submitted","410  E BOWEN AVE","60653","0.0","false","GRAND BOULEVARD",,"156,544",,,,,,,,,,,,,,,,"41.82021138","-87.61246867","(41.82021138, -87.61246867)","2021-116534"
"2021","119405",,"Not Submitted","226 W ONTARIO ST","60654","0.0","false","NEAR NORTH SIDE",,"57,600",,,,,,,,,,,,,,,,"41.89320603","-87.63490429","(41.89320603, -87.63490429)","2021-119405"
"2021","130218",,"Not Submitted","2430 2458 W GEORGE ST","60618","0.0","false","AVONDALE",,"82,800",,,,,,,,,,,,,,,,"41.93399769","-87.68971091","(41.93399769, -87.68971091)","2021-130218"
"2021","136695",,"Exempt","3636 3646 S IRON ST","60609",,"true","MCKINLEY PARK",,"186,000",,,,,,,,,,,,,,,,"41.82776094","-87.65952686","(41.82776094, -87.65952686)","2021-136695"
"2021","139602",,"Not Submitted","4541  N SHERIDAN RD","60640","0.0","false","UPTOWN",,"61,706",,,,,,,,,,,,,,,,"41.97223008","-87.6645957","(41.97223008, -87.6645957)","2021-139602"
"2021","157587","Loretto Hospital","Not Submitted","645 S CENTRAL AVE","60644","0.0","false","AUSTIN",,"311,325",,,,,,,,,,,,,,,,"41.89244639","-87.76497511","(41.89244639, -87.76497511)","2021-157587"
"2021","158748","American Islamic College","Not Submitted","640 W Irving Park Rd","60613","0.0","false","UPTOWN",,"200,024",,,,,,,,,,,,,,,,"41.95492194","-87.64598619","(41.95492194, -87.64598619)","2021-158748"
"2021","159575","Webster House Apartments","Not Submitted","2150 N LINCOLN PARK","60614","0.0","false","LINCOLN PARK",,"254,505",,,,,,,,,,,,,,,,"41.92173911","-87.63682868","(41.92173911, -87.63682868)","2021-159575"
"2021","173776",,"Not Submitted","331  W OAKDALE AVE","60657","0.0","false","LAKE VIEW",,"50,286",,,,,,,,,,,,,,,,"41.9398511","-87.65844752","(41.9398511, -87.65844752)","2021-173776"
"2021","173831","YMCA of Metro Chicago","Not Submitted","3333 N MARSHFIELD AVE","60657","0.0","false","LAKE VIEW",,"93,228",,,,,,,,,,,,,,,,"41.94246355","-87.66961411","(41.94246355, -87.66961411)","2021-173831"
"2022","256882",,"Submitted Data","1648 W DIVISION ST","60622","1.5","false",,"Multifamily Housing","106,888","2020","1",,"39","1,461,855.9","8,176,399.5","0","0",,"105","138.1","108.6","139.8","638.8","7","41.90342440538","-87.6694045778","(41.903424405382026, -87.66940457779671)","2022-256882"
"2021","174189",,"Not Submitted","16  N MORGAN ST","60607","0.0","false","NEAR WEST SIDE",,"156,536",,,,,,,,,,,,,,,,"41.87399385","-87.651678","(41.87399385, -87.651678)","2021-174189"
"2021","175130",,"Not Submitted","5925  N PAULINA ST","60660","0.0","false","EDGEWATER",,"50,173",,,,,,,,,,,,,,,,"41.99090057","-87.66660744","(41.99090057, -87.66660744)","2021-175130"
"2021","175601",,"Exempt","2701 2749 N ELSTON AVE","60647",,"true","LOGAN SQUARE",,"56,563",,,,,,,,,,,,,,,,"41.93151197","-87.68673624","(41.93151197, -87.68673624)","2021-175601"
"2021","229826","Waldorf Astoria Hotel","Not Submitted","11 E Walton St","60611","0.0","false","NEAR NORTH SIDE","Hotel","310,516","2006","1",,,,,,,,,,,,,,"41.89977386","-87.62764315","(41.89977386, -87.62764315)","2021-229826"
"2021","250045","Hyde Park Academy HS -CPS","Exempt","6220 S Stony Island Ave","60637",,"true","WOODLAWN","K-12 School","324,961","1911","1",,,,,,,,,,,,,,"41.78216916","-87.58726468","(41.78216916, -87.58726468)","2021-250045"
"2022","160184","29 E. Madison LLC","Submitted Data","29 E Madison St","60602","2.5","false","LOOP","Office","240,076","1904","1",,"59","11,057,421.2","17,039,500","0","0",,"117","203.5","122.7","209.4","2,361.5","9.8","41.88196533025","-87.62679322159","(41.881965330252534, -87.62679322159418)","2022-160184"
"2022","134776","University Club of Chicago","Submitted Data","76 E Monroe St","60603","1.0","false","LOOP","Hotel","144,036","1907","1",,,"13,336,595.5","26,575,349.5","0","0",,"277.1","453","282.4","455.2","3,277.6","22.8","41.88092403509","-87.62493419985","(41.88092403509479, -87.62493419985192)","2022-134776"
"2021","251942","Lake Shore Hospitality Inc","Not Submitted","4900 S Lake Shore Dr","60615","0.0","false","KENWOOD",,"54,000",,,,,,,,,,,,,,,,"41.80590747","-87.58592666","(41.80590747, -87.58592666)","2021-251942"
"2021","252085",,"Not Submitted","6850 S Crandon Ave","60649","0.0","false","SOUTH SHORE",,"230,116",,,,,,,,,,,,,,,,"41.77039918","-87.56990748","(41.77039918, -87.56990748)","2021-252085"
"2020","252064","Mansueto Library","Submitted Data","1100 E 57th St","60637","2.0","false","HYDE PARK","Library","64,028","2009","1",,,"2,384,738.9",,"7,438,787","5,594,040.1",,"240.8","323.6","246","329.9","1,160.9","18.1","41.79221307","-87.59994981","(41.79221307, -87.59994981)","2020-252064"
"2022","256963",,"Not Submitted","4351 S Drexel Boulevard","60653","0.0","false",,,"62,000",,,,,,,,,,,,,,,,"41.81534262157","-87.60387350237","(41.815342621567204, -87.60387350237015)","2022-256963"
"2022","128321",,"Not Submitted","2315  W LEMOYNE ST","60622","0.0","false","WEST TOWN",,"76,497",,,,,,,,,,,,,,,,"41.90840637741","-87.68543081077","(41.90840637741184, -87.68543081077131)","2022-128321"
"2021","255939","XS Tennis and Education Foundation","Not Submitted","5334 S State St","60609","0.0","false","WASHINGTON PARK",,"116,997",,,,,,,,,,,,,,,,"41.8083","-87.66875","(41.8083, -87.66875)","2021-255939"
"2022","256830",,"Not Submitted","717 S. Wells",,"0.0","false",,,"100,000",,,,,,,,,,,,,,,,"41.87296747272","-87.63344780864","(41.87296747271569, -87.63344780864057)","2022-256830"
"2021","260184","Hampden Green Condominium Association","Submitted","2728 N HAMPDEN CT","60614","1.5","false","LINCOLN PARK","Multifamily Housing","170,000","1970","1",,"37","3,055,237.9","13,403,999.9","0","0",,"117.6","161.6","115.5","159.4","1,148.3","8.2","41.92201051","-87.65461957","(41.92201051, -87.65461957)","2021-260184"
"2021","260129","Plumbers Local 130 UA","Submitted","1340 W Washington Blvd","60607","2.0","false","NEAR WEST SIDE","Office","159,626","1925","1",,,"2,544,590.1","3,510,620.1","0","0",,"118.4","211.4","125","216.7","549.9","10.8","41.88326409","-87.66151492","(41.88326409, -87.66151492)","2021-260129"
"2021","260135",,"Not Submitted","309  W 23RD ST","60616","0.0","false","ARMOUR SQUARE",,"63,835",,,,,,,,,,,,,,,,"41.84550365","-87.63055693","(41.84550365, -87.63055693)","2021-260135"
"2021","260149","Riverside Square & River's Edge/ 90033","Submitted","3145 S Ashland Ave","60608","4.0","false","MCKINLEY PARK","Supermarket/Grocery Store","74,495","1987","1",,"69","8,019,977.7","5,127,067.9","0","0",,"176.5","373.7","176.5","373.7","1,417.8","19","41.8365795","-87.66384491","(41.8365795, -87.66384491)","2021-260149"
"2020","232458","Harper Square Cooperative","Submitted Data","4800 - 4850 S Lake Park Ave","60615","1.0","false","KENWOOD","Multifamily Housing","627,680","1974","1",,"22","16,397,682.8","43,537,490.6",,,,"95.5","146","100.3","150.7","4,871.7","7.8","41.80747487","-87.59126397","(41.80747487, -87.59126397)","2020-232458"
"2020","254616","Former Coyne College","Submitted Data","330 N Green St","60607","2.0","false","NEAR WEST SIDE","Office","555,524","2019","1",,"49","28,606,427.7","2,199,940.1",,,,"55.5","148.3","56.7","151.8","4,581.4","8.2","41.873335","-87.65102071","(41.873335, -87.65102071)","2020-254616"
"2020","103812","400 W Superior St","Submitted Data","400 W Superior St","60654","3.0","false","NEAR NORTH SIDE","Office","130,007","1998","1",,"61","6,489,281.3","1,493,523.2",,,,"61.4","151.8","63","154.8","1,092.1","8.4","41.89575232","-87.638901","(41.89575232, -87.638901)","2020-103812"
"2020","254073","Blue Moon Lofts","Submitted Data","215 N. Aberdeen St.","60607","4.0","false","NEAR WEST SIDE","Multifamily Housing","83,000","1908","1",,"100","1,614,582.3","825,006.6",,,,"29.4","64.9","29.6","64.3","295.8","3.6","41.87429514","-87.65017516","(41.87429514, -87.65017516)","2020-254073"
"2020","254385","Ambulatory Care Center, St. Bernard Hospital","Submitted Data","6307 S STEWART AVE","60621","2.5","false","Englewood","Medical Office","98,018","2016","1",,"59","4,204,723.5","2,236,782.3",,,,"96.7","211.9","98","212.8","775","11.6","41.77391183","-87.63872071","(41.77391183, -87.63872071)","2020-254385"
"2020","160214","Children's Memorial Hospital sub-building","Not Submitted","700 W Fullerton Ave","60614","0.0","false","LINCOLN PARK",,"257,400",,,,,,,,,,,,,,,,"41.92548708","-87.64643712","(41.92548708, -87.64643712)","2020-160214"
"2020","103745",,"Submitted Data","900 North Michigan","60611",,"true","NEAR NORTH SIDE","Mixed Use Property","2,731,896","1989","1",,,"123,364,979.3","29,220,664.4",,,,"71.4","176","74.5","184","20,805.5","9.7","41.89920885","-87.62650606","(41.89920885, -87.62650606)","2020-103745"
"2020","157607","Hilliard Homes Limited Partnership (Senior)","Submitted Data","2111 S Clark Ave","60616","3.5","false","NEAR SOUTH SIDE","Multifamily Housing","311,326","1966","2",,"75","4,993,793","15,777,294.8",,,,"80.1","117.8","82.9","120.3","1,617.4","6.2","41.853983","-87.630083","(41.853983, -87.630083)","2020-157607"
"2020","254329","901 South Plymouth Condominium Association","Submitted Data","901 S Plymouth Ct","60605","3.5","false","Loop","Multifamily Housing","199,600","1979","1",,"58","5,821,462.7","4,643,106.7",,,,"64.7","131","68.7","139.8","1,155.2","7.1","41.8682103","-87.62733","(41.8682103, -87.62733)","2020-254329"
"2020","129621","Chalet Living and Rehab","Submitted Data","7350 7352 N SHERIDAN RD","60626","1.0","false","ROGERS PARK","Senior Living Community","77,004","1976","1",,"7","3,786,934.1","11,175,808",,,,"223.3","333.4","238","347.3","1,184.6","17.7","42.01036185","-87.66829765","(42.01036185, -87.66829765)","2020-129621"
"2020","250020","Gage Park","Submitted Data","2411 W 55th St","60632","2.0","false","GAGE PARK","Other - Recreation","64,960","1926","1",,,"847,144","6,955,745.2",,,,"132.3","164.1","142.2","174.5","501.7","8.5","41.79382847","-87.68432907","(41.79382847, -87.68432907)","2020-250020"
"2020","254001",,"Submitted Data","4434 4444 N Damen Ave","60625","2.5","false","North Center","Multifamily Housing","53,800","2006","1",,"51","2,985,049.6","5,693,982",,,,"78.2","129.2","81.2","133.1","768.3","6.9","41.9720897","-87.70256","(41.9720897, -87.70256)","2020-254001"
"2020","251757","Thorp Scholastic Academy, Ole A -CPS","Submitted Data","6024 W Warwick Ave","60634","4.0","false","DUNNING","K-12 School","93,200","1918","1",,"61","1,246,831.5","5,832,379.9",,,,"76","103.2","86.5","114.3","504.4","5.4","41.94895308","-87.77785435","(41.94895308, -87.77785435)","2020-251757"
"2020","250165","River East Center Campus","Submitted Data","322 E Illinois St","60611","1.0","false","NEAR NORTH SIDE","Mixed Use Property","1,975,361","2001","1",,"20","64,410,587.3","102,156,516.4",,,,"110.2","190.3","111.5","191.4","15,478.5","10.2","41.8914469","-87.61889748","(41.8914469, -87.61889748)","2020-250165"
"2020","157100",,"Submitted Data","1611  W DIVISION ST","60622","4.0","false","WEST TOWN","Multifamily Housing","112,734","2013","1",,"81","2,292,017.8","4,175,204.4",,,,"59.4","99.2","59.8","100.2","579.5","5.3","41.90225377","-87.68447845","(41.90225377, -87.68447845)","2020-157100"
"2020","101722","500 W Monroe","Submitted Data","500 W Monroe","60661","1.0","false","NEAR WEST SIDE","Office","1,554,884","1992","1",,"29","98,139,027.4",,,,,"85.5","239.3","92.1","257.8","15,316.5","13.3","41.880609","-87.639778","(41.880609, -87.639778)","2020-101722"
"2020","101815",,"Submitted Data","4845 4859 N MAGNOLIA AVE","60640","4.0","false","UPTOWN","Multifamily Housing","50,986","1916","1",,"75","417,741.4","3,243,596.1",,,,"71.8","89.7","76.5","94.7","237.5","4.7","41.97223008","-87.6645957","(41.97223008, -87.6645957)","2020-101815"
"2020","251714","Lloyd Elementary -CPS","Submitted Data","2103 N Lamon Ave","60639","2.5","false","BELMONT CRAGIN","K-12 School","150,436","1907","1",,"32","4,506,708.5","7,731,610.1",,,,"81.4","137.8","88","144.8","1,114","7.4","41.91901757","-87.74788079","(41.91901757, -87.74788079)","2020-251714"
"2020","175477",,"Submitted Data","1617 1633 W BELMONT AVE","60657","3.0","false","LAKE VIEW","Multifamily Housing","56,880","1928","1",,"47","652,896.4","4,629,361.5",,,,"92.9","117.6","103.1","127.7","347.8","6.1","41.9398511","-87.65844752","(41.9398511, -87.65844752)","2020-175477"
"2020","112141",,"Submitted Data","3470  N LAKE SHORE DR","60657","3.0","false","LAKE VIEW","Multifamily Housing","155,144","1968","1",,"67","2,550,176.6","7,203,545.7",,,,"73.6","111","77.6","115.2","780.6","5.9","41.9398511","-87.65844752","(41.9398511, -87.65844752)","2020-112141"
"2020","101910","Michael A. Bilandic Building","Submitted Data","160 N LaSalle St","60601","4.0","false","LOOP","Office","464,498","1920","1",,"79","13,045,901.7","12,600,101.5",,,,"55.2","107.1","57.7","109.8","2,705.3","5.8","41.88474397","-87.63249596","(41.88474397, -87.63249596)","2020-101910"
"2020","159419","Fifth Praire Shores, LLC","Submitted Data","2801 S King Dr","60616","1.0","false","DOUGLAS","Multifamily Housing","289,267","1960","1",,"21","4,709,257.4","32,647,070.7",,,,"129.1","164.1","137.5","172.9","2,469","8.5","41.84364282","-87.61673336","(41.84364282, -87.61673336)","2020-159419"
"2020","256550","NEMA Chicago","Submitted Data","1200 S Indiana Ave","60605","3.5","false","Near South Side","Multifamily Housing","1,343,820","2019","1",,"60","32,621,765.2","38,781,158.3",,,,"64.3","118.9","65.2","117.8","7,151.1","6.4","41.865858","-87.6195328","(41.865858, -87.6195328)","2020-256550"
"2020","255023","Clybourn1200","Submitted Data","454 W DIVISION ST","60610","2.0","false","Near North Side","Multifamily Housing","159,968","2017","1",,"50","3,595,190","6,327,708.9",,,,"75.4","126.9","77.9","130.5","897.2","6.8","41.9037676","-87.63983401","(41.9037676, -87.63983401)","2020-255023"
"2020","166122","Rudolph, Wilma Elementary Learning Center/ Hope Institute -CPS","Submitted Data","1628 W Washington Blvd","60612","4.0","false","NEAR WEST SIDE","K-12 School","263,250","1928","1",,"79","4,772,375","7,730,980.2",,,,"47.5","81.6","49.4","83.6","1,155.5","4.4","41.88332","-87.667592","(41.88332, -87.667592)","2020-166122"
"2020","119808","McGowan South","Submitted Data","1110 W Belden","60614","1.0","false","LINCOLN PARK","College/University","127,900","2008","1",,,"9,262,579.9","12,478,551.7",,,,"170","305.2","175.1","309.5","2,108.4","16.5","41.92382673","-87.65658512","(41.92382673, -87.65658512)","2020-119808"
"2020","134516",,"Submitted Data","321 339 S DESPLAINES ST","60661","2.0","false","NEAR WEST SIDE","Multifamily Housing","178,336","1924","1",,"43","5,499,154.7","7,444,594.3",,,,"72.6","130.2","74.9","132.2","1,253.7","7","41.88321395","-87.64336601","(41.88321395, -87.64336601)","2020-134516"
"2020","254102","Residences at the VIC","Submitted Data","3140 N Sheffield Ave","60657","4.0","false","Lake View","Multifamily Housing","148,500","2007","1",,"100","1,555,012.2","2,847,150",,,,"37.4","62.4","38.8","64.1","393.9","3.3","41.9393396","-87.65423","(41.9393396, -87.65423)","2020-254102"
"2020","100372","Holy Cross Hospial","Submitted Data","2701 W 68th St","60629","4.0","false","CHICAGO LAWN","Hospital (General Medical & Surgical)","409,910","1911","1",,"76","5,050,093.6","130,271,002.2",,,,"330.1","368.2",,,"7,707.5","18.8","41.770003","-87.690841","(41.770003, -87.690841)","2020-100372"
"2020","113507","LaSalle Terrace Condominium Association","Submitted Data","1540 N LaSalle St","60610","2.5","false","NEAR NORTH SIDE","Multifamily Housing","166,700","1976","1",,"36","4,079,885.6","8,584,849.7",,,,"83.9","135.3","87.4","138.8","1,092.7","7.2","41.91023785","-87.63363509","(41.91023785, -87.63363509)","2020-113507"
"2020","147565","Lakeside Lofts","Submitted Data","2025  S INDIANA AVE","60616","4.0","false","NEAR SOUTH SIDE","Multifamily Housing","101,333","2006","1",,"89","1,761,482.5","5,144,159.1",,,,"68.1","102","70.5","104.1","548.1","5.4","41.84550365","-87.63055693","(41.84550365, -87.63055693)","2020-147565"
"2020","251889","Smyser -CPS","Submitted Data","4310 N Melvina Ave","60634","4.0","false","PORTAGE PARK","K-12 School","78,111","1932","1",,"64","1,313,825.7","3,965,590.1",,,,"67.6","100.4","75.7","109.6","415.7","5.3","41.95925122","-87.78261967","(41.95925122, -87.78261967)","2020-251889"
"2020","172640",,"Submitted Data","832 890 W 103RD ST","60643","1.5","false","WASHINGTON HEIGHTS","Senior Living Community","65,505","2001","1",,"36","1,807,114.6","4,835,400",,,,"101.4","154.8","105.1","157.9","538.9","8.2","41.6981819","-87.66236671","(41.6981819, -87.66236671)","2020-172640"
"2020","244613","Fairbanks at Cityfront Plaza","Submitted Data","240 E Illinois St","60611","4.0","false","NEAR NORTH SIDE","Multifamily Housing","819,946","2006","1",,"70","18,128,454.4","42,229,277.5",,,,"102","160.6","104.8","163.9","5,072.3","8.6","41.89139925","-87.62079715","(41.89139925, -87.62079715)","2020-244613"
"2020","104095","Hall Plaza","Not Submitted","4600 4650 W Diversey Ave","60639","0.0","false","HERMOSA",,"53,267",,,,,,,,,,,,,,,,"41.93162302","-87.74252593","(41.93162302, -87.74252593)","2020-104095"
"2020","115108",,"Not Submitted","3825  N PINE GROVE AVE","60613","0.0","false","LAKE VIEW",,"96,636",,,,,,,,,,,,,,,,"41.95402016","-87.6620278","(41.95402016, -87.6620278)","2020-115108"
"2020","165664","DANK Haus German American Cultural Center","Submitted Data","4740 N Western Ave","60625",,"true","LINCOLN SQUARE","Mixed Use Property","61,042","1927","1",,,"556,057","3,000,126.4",,,,"58.3","77.1","63.5","82.7","246.1","4","41.96811845","-87.68927436","(41.96811845, -87.68927436)","2020-165664"
"2020","159733",,"Submitted Data","4827 N SHERIDAN RD","60640","2.0","false","UPTOWN","Multifamily Housing","189,225","1967","1",,"48","2,974,779.6","13,988,381.3",,,,"103.4","140.3","109","146.2","1,207.3","7.4","41.96968174","-87.6544131","(41.96968174, -87.6544131)","2020-159733"
"2020","173476","St. Demetrios Greek Orthodox Church","Submitted Data","2727 W WINONA ST","60625","4.0","false","LINCOLN SQUARE","Worship Facility","68,141","1924","1",,"67","400,830.8","1,780,584.4",,,,"34.5","47.4","41","54.1","157.1","2.5","41.97419798","-87.696868","(41.97419798, -87.696868)","2020-173476"
"2020","100533","Englewood Academy HS -CPS","Submitted Data","6201 S Stewart Ave","60621","2.0","false","ENGLEWOOD","K-12 School","188,800","1979","1",,"21","7,213,052","12,271,600.2",,,,"103.2","175.2","107.5","179.8","1,777.5","9.4","41.78205573","-87.63426731","(41.78205573, -87.63426731)","2020-100533"
"2020","105034","Carmen Marine Tenant Chicago Il","Not Submitted","5030 N Marine Dr","60640","0.0","false","UPTOWN",,"397,000",,,,,,,,,,,,,,,,"41.97403176","-87.65193469","(41.97403176, -87.65193469)","2020-105034"
"2020","101961","Inland Steel Building","Submitted Data","30 W Monroe","60603","3.0","false","LOOP","Office","311,003","1958","1",,"63","8,659,372.7","19,525,200.4",,,,"93.6","148.7","98.4","153.7","2,388.5","7.9","41.88108964","-87.62858918","(41.88108964, -87.62858918)","2020-101961"
"2020","173857",,"Submitted Data","5230 5244 N SHERIDAN RD","60640","2.5","false","EDGEWATER","Multifamily Housing","200,000","1920","1",,"57","2,734,994.3","16,121,333",,,,"94.3","122.9","99.8","128.7","1,283.1","6.4","41.97223008","-87.6645957","(41.97223008, -87.6645957)","2020-173857"
"2020","242563","(IL279) - 212 W Washington Condo","Submitted Data","212 W Washington St","60606","2.0","false","LOOP","Multifamily Housing","344,323","1912","1",,"47","8,344,073.4","12,464,463.5",,,,"74.9","131.2","78.1","134.4","1,964.3","7.1","41.88326842","-87.63512143","(41.88326842, -87.63512143)","2020-242563"
"2020","116752","Ike Sims Village","Submitted Data","3333  W MAYPOLE AVE","60624","1.0","false","EAST GARFIELD PARK","Multifamily Housing","68,664","1981","1",,"12","3,806,013.4","2,429,039.2",,,,"90.8","192.3","93.7","198.9","723","10.5","41.8808242","-87.72327934","(41.8808242, -87.72327934)","2020-116752"
"2020","115046","4200 N Marine Drive","Submitted Data","4200 4212 N MARINE DR","60613","1.5","false","UPTOWN","Multifamily Housing","114,400","1957","1",,"38","1,707,115.8","7,366,474.7",,,,"79.3","109.4","84","114.3","657.7","5.7","41.95402016","-87.6620278","(41.95402016, -87.6620278)","2020-115046"
"2020","160208","The James Hotel","Submitted Data","55 E Ontario St","60611","2.0","false","NEAR NORTH SIDE","Hotel","72,000","2000","1",,"26","7,092,609.8","6,564,979.8",,,,"189.7","371.6","189.7","371.6","1,455.6","20.2","41.89325924","-87.62587447","(41.89325924, -87.62587447)","2020-160208"
"2020","222943","University Park Condominium Association","Submitted Data","1451 E 55th St","60615","4.0","false","HYDE PARK","Multifamily Housing","579,783","1961","2",,"85","1,287,153.1","48,472,538.7",,,,"92.3","101.1","98.9","107.9","2,775.5","5.1","41.79535144","-87.59076509","(41.79535144, -87.59076509)","2020-222943"
"2020","118892","Parc Chestnut Condominium Association","Submitted Data","849 N Franklin St","60610","2.0","false","NEAR NORTH SIDE","Multifamily Housing","490,568","2006","1",,"41","11,421,519.7","19,866,551.2",,,,"82.4","139.2","85.4","141.7","2,837.8","7.5","41.897733","-87.635684","(41.897733, -87.635684)","2020-118892"
"2020","103962",,"Not Submitted","2828  N CAMBRIDGE AVE","60657","0.0","false","LAKE VIEW",,"75,300",,,,,,,,,,,,,,,,"41.9398511","-87.65844752","(41.9398511, -87.65844752)","2020-103962"
"2020","160383",,"Submitted Data","2631 S Indiana Ave","60616","3.5","false","DOUGLAS","Multifamily Housing","247,000","1972","1",,"59","4,511,342.8","17,590,419.5",,,,"89.5","125.9","93.9","130.5","1,638.4","6.6","41.84526992","-87.62201708","(41.84526992, -87.62201708)","2020-160383"
"2020","251451","Madero Middle -CPS","Submitted Data","3202 W 28th St","60623","2.0","false","SOUTH LAWNDALE","K-12 School","62,071","1996","1",,"15","2,363,458.7","3,809,910",,,,"99.5","171.1","103","174.1","571.2","9.2","41.840909","-87.705078","(41.840909, -87.705078)","2020-251451"
"2020","254153","Terra Cotta Commons Condominium","Submitted Data","1760 W Wrightwood Ave","60614","4.0","false","Lincoln Park","Multifamily Housing","63,110","1920","1",,"86","825,649.4","1,711,368.1",,,,"50.8","82.2","52.5","83.2","219.8","4.4","41.8842525","-87.63245","(41.8842525, -87.63245)","2020-254153"
"2020","251235",,"Submitted Data","110 E Delaware","60611","1.0","false","NEAR NORTH SIDE","Multifamily Housing","108,587","1981","1",,"4","5,844,800.9","1,545,771.6",,,,"77.6","188.9","81.3","198.9","994.3","10.4","41.8992147","-87.62541324","(41.8992147, -87.62541324)","2020-251235"
"2020","102336","Institute of Cultural Affairs","Submitted Data","4750 N Sheridan Rd","60640","4.0","false","UPTOWN","Office","206,154","1921","1",,"89","2,249,637.3","9,225,368.1",,,,"66","90.7","70","94.6","926.8","5.1","41.96865627","-87.65524596","(41.96865627, -87.65524596)","2020-102336"
"2020","160198","The Blackstone, A Renaissance Hotel","Submitted Data","636 S Michigan Ave","60605","4.0","false","LOOP","Hotel","385,000","2008","1",,"99","6,875,145","11,153,711",,,,"46.8","80.4","46.8","80.4","1,665.4","4.3","41.87333117","-87.62422947","(41.87333117, -87.62422947)","2020-160198"
"2020","256736","Jane Addams Elementary School","Submitted Data","10810 S Avenue H","60617","1.5","false",,"K-12 School","54,000","1948","1",,"34","1,563,900.9","3,503,850.2",,,,"81.7","129.9","92.7","144.4","430.2","6.9","41.74246","-87.58007","(41.74246, -87.58007)","2020-256736"
"2020","173789",,"Not Submitted","5332 5340 W Windsor","60630","0.0","false","PORTAGE PARK",,"53,018",,,,,,,,,,,,,,,,"41.97200414","-87.75756578","(41.97200414, -87.75756578)","2020-173789"
"2020","256458","United Center Office Building","Not Submitted","1901 W Madison St","60612","0.0","false",,,,,,,,,,,,,,,,,,,"41.88125398","-87.67448493","(41.88125398, -87.67448493)","2020-256458"
"2020","148673",,"Submitted Data","1154  N CAMPBELL","60622","1.0","false","WEST TOWN","Multifamily Housing","52,240","2005","1",,"6","2,329,570.1","3,276,799.9",,,,"107.6","191","111.8","194.8","537.6","10.3","41.90225377","-87.68447845","(41.90225377, -87.68447845)","2020-148673"
"2020","121374","8522-Edgewater","Submitted Data","5201 Sheridan Rd","60640","3.5","false","EDGEWATER","Supermarket/Grocery Store","55,129","2013","1",,"55","9,404,755.4","6,354,424.8",,,,"285.9","598.7","297","610.4","1,805.3","32.7","41.976491","-87.654964","(41.976491, -87.654964)","2020-121374"
"2020","160186","Crowne Plaza Chicago Metro","Submitted Data","733 W Madison St","60661","4.0","false","NEAR WEST SIDE","Hotel","114,000","1968","1",,"87","6,706,204.5","7,115,700.2",,,,"69.1","131.2","71.7","136","1,424.6","7.1","41.88176792","-87.6467544","(41.88176792, -87.6467544)","2020-160186"
"2020","175523","222 West Hubbard Street","Submitted Data","222 W Hubbard St","60654","3.5","false","NEAR NORTH SIDE","Office","66,095","1905","1",,"76","2,260,402.2","1,730,722.9",,,,"60.4","123.3","62.8","125.8","444.7","6.7","41.89022006","-87.63488473","(41.89022006, -87.63488473)","2020-175523"
